,Prostatic Neoplasms,Stomach Neoplasms,Urinary Bladder Neoplasms,Breast Neoplasms,Thyroid Neoplasms,Pancreatic Neoplasms,Ovarian Neoplasms,Astrocytoma,"Carcinoma, Pancreatic Ductal","Carcinoma, Non-Small-Cell Lung",Uterine Cervical Neoplasms,"Carcinoma, Hepatocellular","Pleural Effusion, Malignant",Colorectal Neoplasms,Multiple Myeloma,Neurodegenerative Diseases,Glioma,"Carcinoma, Renal Cell",Testicular Germ Cell Tumor,Lymphoma,Myeloproliferative Disorders,"Leukemia, Lymphocytic, Chronic, B-Cell",Seizures,Esophageal Neoplasms,Beckwith-Wiedemann Syndrome,DiGeorge Syndrome,Huntington Disease,Glioblastoma,"Multiple Sclerosis, Relapsing-Remitting",Osteosarcoma,Esophageal Squamous Cell Carcinoma,Hepatoblastoma,Ovarian epithelial cancer,Pheochromocytoma,"Carcinoma, Squamous Cell",Lung Neoplasms,Pituitary Neoplasms,"Carcinoma, Islet Cell",Neuroblastoma,Colonic Neoplasms,Gallbladder Neoplasms,Meningioma,"Thyroid cancer, papillary","Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myeloid, Acute",Leukemia,Endometrial Neoplasms,"Leukemia, T-Cell",Pseudohypoaldosteronism,Diabetes Mellitus,Medulloblastoma,Hyperprolactinemia,Neoplasms,Choriocarcinoma,Laryngeal Neoplasms,"Neoplasms, Germ Cell and Embryonal",Coronary Artery Disease,Liver Neoplasms,Trophoblastic Neoplasms,"Arthritis, Rheumatoid",Nasopharyngeal Neoplasms,"Leukemia, Promyelocytic, Acute",Burkitt Lymphoma,Peripheral Nervous System Diseases,Alzheimer Disease,Prader-Willi Syndrome,Autistic Disorder,Melanoma,"Carcinoma, Basal Cell",Testicular Neoplasms,"Neoplasms, Squamous Cell",Schizophrenia,Myocardial Infarction,Acquired Immunodeficiency Syndrome,Psoriasis,"Diabetes Mellitus, Type 2",Obesity,Fibroma,Triple Negative Breast Neoplasms,Kidney Neoplasms,Fibrosarcoma,"Sarcoma, Endometrial Stromal","Aging, Premature",Fragile X Syndrome,Silver-Russell Syndrome,"Intracranial Hemorrhage, Hypertensive","Stroke, Lacunar",Glaucoma,Intracranial Aneurysm,Cardiovascular Diseases,Carotid Stenosis,Atherosclerosis,Endometriosis,"Neurofibroma, Plexiform",Neurofibromatoses,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Ependymoma,Small Cell Lung Carcinoma,"Carcinoma, squamous cell of head and neck","Lymphoma, B-Cell",Gastrointestinal Stromal Tumors,Parkinson Disease,Dermatomyositis,Leishmaniasis,Polymyositis,Periodontitis,"Aortic Aneurysm, Abdominal",Aortic Aneurysm,Coronary Disease,Stroke,Nervous System Neoplasms,Peripheral Arterial Disease,Bone Diseases,Down Syndrome,"Telangiectasia, Hereditary Hemorrhagic",Autoimmune Diseases,"Lupus Erythematosus, Systemic",Adrenocortical Carcinoma,Hydatidiform Mole,Congenital Hyperinsulinism,Gestational Trophoblastic Disease,Hyperhomocysteinemia,Infertility,Marek Disease,Mullerian aplasia,Polycythemia Vera,Neural Tube Defects,Pre-Eclampsia,Wilms Tumor,Gastrointestinal Neoplasms,Uterine Neoplasms,Substance-Related Disorders,Myelodysplastic Syndromes,Amyotrophic Lateral Sclerosis,Frontotemporal Lobar Degeneration,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Angelman Syndrome,Klinefelter Syndrome,"Carcinoma, Ductal","Osteoporosis, Postmenopausal","Glomerulonephritis, Membranous",Diabetic Cardiomyopathies,Vulvar Neoplasms,Kidney Diseases,"Purpura, Thrombocytopenic",Liver Diseases,"Renal Insufficiency, Chronic","Colitis, Ulcerative","Digestive System Neoplasms, Gastrointestinal Neoplasms",Uveal melanoma,Hemangioma,Pneumoconiosis,Retinal Degeneration,"Leukemia, B-Cell",Asthma,Hypertension,"Hypertension, Pulmonary",Heart Failure,"Lymphoma, Large B-Cell, Diffuse",Temporomandibular Joint Disorders,"Vitreoretinopathy, Proliferative",Diabetic Retinopathy,Retinoblastoma,"Heart Defects, Congenital",Multiple Sclerosis,"Cardiomyopathy, Dilated",Metabolic Syndrome X,Cardiomegaly,Asthenozoospermia,Liver Cirrhosis,Intervertebral Disc Degeneration,Head and Neck Neoplasms,"Anemia, Aplastic",Hematologic Neoplasms,"Carcinoma, Embryonal",Exfoliation Syndrome,Congenital Microtia,HIV Infections,Osteoarthritis,Hirschsprung Disease,Hyperglycemia,Brain Neoplasms,Mesothelioma,Primary Myelofibrosis,"Lymphoma, Mantle-Cell","Glaucoma, Open-Angle"
hsa-mir-874,0.5698674,0.7370217,0.4620096,0.8127517,0.3627382,0.4862461,0.5657872,0.4305721,0.0132133,0.5543347,0.388606,0.8348206,0.0132133,0.6760057,0.2697601,0.5954998,0.4662877,0.5268703,0.0132133,0.386437,0.4216171,0.316354,0.0132133,0.4325863,0.0132133,0.0132133,0.3568657,0.588271,0.0132133,0.3007948,0.0132133,0.5180044,0.0132133,0.9722857,0.5136764,0.6399932,0.0790817,0.0193847,0.3742529,0.4335908,0.0193847,0.6274211,0.0193847,0.5603216,0.4300052,0.3214877,0.3283907,0.0193847,0.0193847,0.5140769,0.4664651,0.0193847,0.5586782,0.5370395,0.4173845,0.1050206,0.3221843,0.348062,0.0193847,0.3357014,0.2651306,0.2026049,0.0867371,0.0193847,0.371066,0.0193847,0.4162298,0.617774,0.240152,0.5101106,0.4099079,0.3764369,0.4153664,0.1605854,0.3588122,0.4459106,0.4103687,0.0222356,0.0222356,0.4479095,0.1083332,0.0222356,0.8554565,1.2090888,0.0252675,0.0252675,0.0252675,0.0252675,1.3913457,0.7518012,0.0272283,0.2880141,0.4202025,0.0272283,0.0272283,0.2567706,0.6215955,1.3931366,0.0290192,0.2475815,0.0290192,0.4036856,0.0290192,0.0290192,0.0290192,0.4799444,0.0290192,0.0290192,0.0290192,0.4794269,0.0290192,0.0290192,0.0290192,1.4246568,0.0456858,1.4127499,0.2339695,0.4785661,0.0487162,0.0487162,0.0487162,0.0487162,0.0487162,0.4110373,0.0487162,0.4773619,0.0487162,0.4094542,0.0487162,0.3767977,0.0487162,0.0487162,0.2698786,1.3208897,0.0510788,0.0510788,0.0510788,0.3899441,0.2328752,0.0510788,0.0510788,0.0510788,0.0510788,0.0510788,0.0510788,0.0510788,0.0510788,0.4010168,0.0510788,0.5093696,0.0510788,0.3290294,0.0510788,0.0510788,1.3583974,0.0527737,0.5109313,0.1338493,0.5292472,0.4881631,0.0527737,0.7194397,0.4427869,0.0527737,0.0527737,1.420664,0.3104708,0.7117133,0.4968347,0.4374725,0.0551363,0.3848684,0.0551363,0.3226091,0.0551363,0.5342117,0.0551363,0.1155191,1.3952768,0.0566069,0.0566069,0.3970931,0.4949663,0.0566069,1.331152,0.6736705,0.337471,0.0583018,0.1324204,0.0583018
hsa-mir-143,1.7112447,2.0393626,1.4970552,2.0940084,1.2000932,1.5371814,1.6951786,1.4909616,0.1046295,1.7707001,1.3682476,2.2662779,0.1525685,2.0387461,1.096745,1.9721327,1.5444615,1.7161869,0.1902135,1.4477567,1.6282777,1.2850502,0.2243579,1.6023161,0.2282114,0.2282114,1.4818585,1.9397786,0.2548328,1.2799047,0.261129,1.9378259,0.2652956,2.6415615,1.7678344,2.1053449,0.49555,0.2948572,1.4445772,1.6808493,0.3174969,2.1747508,0.3201703,1.9940698,1.6889479,1.3760511,1.4064099,0.3576849,0.3576849,2.0092291,1.737044,0.372221,2.0653085,2.07821,1.7418786,0.548934,1.4727527,1.5819085,0.4046878,1.5216618,1.2676377,1.1031237,0.6810651,0.4235067,1.6461628,0.4307029,1.7028884,2.2024479,1.1012888,1.9796196,1.6471638,1.6383145,1.7868717,0.9728613,1.6621134,1.9117808,1.8372086,0.4779386,0.4779386,1.922798,0.6402989,0.4814111,2.6831917,3.0578057,0.4873841,0.4873841,0.4873841,0.4873841,3.2340389,2.6167684,0.5403253,1.4827028,1.7606726,0.5445737,0.5445737,1.4020853,2.2980555,3.2949061,0.5502121,1.3680887,0.5526707,1.8473159,0.5656844,0.5656844,0.5656844,1.9747277,0.5676452,0.5676452,0.5676452,2.0917175,0.5696222,0.5696222,0.5696222,3.3420366,0.5862888,3.3324228,1.3042377,1.989981,0.59382,0.59382,0.59382,0.59382,0.59382,1.8870489,0.5952906,2.0629395,0.5967612,1.8148619,0.5984453,1.7199564,0.6003321,0.6003321,1.4061478,3.2644436,0.604778,0.604778,0.604778,1.8151466,1.2820749,0.6108387,0.6108387,0.6108387,0.6108387,0.6108387,0.6108387,0.6108387,0.6108387,1.8413412,0.613869,2.1842995,0.6159523,1.6488571,0.6174229,0.6174229,3.2793927,0.6191178,2.1574529,0.9326042,2.1802769,2.1183433,0.6263386,2.5047416,2.0051925,0.6301491,0.6301491,3.3748558,1.5550863,2.5751085,2.1201551,1.991664,0.6426945,1.8739819,0.705952,1.6923499,0.7082215,2.210119,0.7112518,0.9388681,3.4346086,0.7127224,0.7127224,1.9395449,2.2353719,0.7367792,3.4122788,2.5972959,1.7469111,0.7433913,1.003422,0.7433913
hsa-mir-145,1.7298531,2.0579629,1.517379,2.1130749,1.2144104,1.5585519,1.7126647,1.5091011,0.1046295,1.7906234,1.3848535,2.2894907,0.1525685,2.0598565,1.1149934,1.9924403,1.560144,1.7367771,0.1902135,1.468058,1.6482829,1.303682,0.2243579,1.6233986,0.2282114,0.2282114,1.500151,1.9607333,0.2548328,1.2995787,0.261129,1.9607975,0.2652956,2.6653296,1.7898079,2.1280663,0.5010715,0.2948572,1.4635753,1.7028651,0.3174969,2.1971437,0.3201703,2.0144791,1.7120941,1.3951446,1.4213229,0.3576849,0.3576849,2.0286088,1.7545445,0.372221,2.0864513,2.1009566,1.7597598,0.5481582,1.4884064,1.5986494,0.4046878,1.5417399,1.2957063,1.1201601,0.6970701,0.425991,1.6685604,0.4331871,1.7239081,2.2266447,1.1144246,1.9981302,1.6638366,1.6596997,1.8066036,0.9892488,1.6818768,1.9334278,1.8580807,0.4804228,0.4804228,1.9455475,0.6422251,0.4838953,2.7072544,3.0836864,0.4898684,0.4898684,0.4898684,0.4898684,3.2595758,2.641174,0.5428096,1.4997896,1.7798113,0.5470579,0.5470579,1.4214274,2.3199464,3.320443,0.5526964,1.3894117,0.5551549,1.868018,0.5681687,0.5681687,0.5681687,1.9933832,0.5701295,0.5701295,0.5701295,2.1138568,0.5721064,0.5721064,0.5721064,3.3675618,0.5887731,3.3579624,1.3231308,2.0095086,0.5963043,0.5963043,0.5963043,0.5963043,0.5963043,1.909416,0.5977749,2.086563,0.5992455,1.8353372,0.6009296,1.739502,0.6028164,0.6028164,1.4264566,3.2901218,0.6072623,0.6072623,0.6072623,1.8356327,1.3013711,0.6133229,0.6133229,0.6133229,0.6133229,0.6133229,0.6133229,0.6133229,0.6133229,1.8613808,0.6163532,2.2065694,0.6184366,1.6706733,0.6199071,0.6199071,3.3051303,0.6216021,2.18027,0.9594424,2.2064617,2.1463209,0.634086,2.5317194,2.0309949,0.6378966,0.6378966,3.4056604,1.5815771,2.6032868,2.1472895,2.018711,0.6504419,1.8973912,0.7136995,1.7135911,0.715969,2.2398787,0.7189993,0.9589474,3.4638625,0.7204699,0.7204699,1.9672472,2.2648994,0.7445267,3.443176,2.6263733,1.7729537,0.7511387,1.0238711,0.7511387
hsa-mir-378a,0.9926154,1.1821837,0.8727918,1.2068898,0.6491265,0.845286,0.9226158,0.7650141,0.0238677,0.9739658,0.6888332,1.3168608,0.0661101,1.1643188,0.5448002,1.0718834,0.8203271,0.9867298,0.078781,0.747094,0.8144716,0.6249784,0.078781,0.8217337,0.078781,0.078781,0.728356,1.0122853,0.078781,0.6073861,0.078781,0.9997282,0.0829477,1.5321803,0.8864483,1.0855076,0.1953383,0.0847247,0.68855,0.7950668,0.0847247,1.1386223,0.087398,1.0072187,0.8138141,0.6614702,0.7056863,0.1177829,0.1177829,1.0054997,0.8579024,0.1177829,1.0714709,1.0703422,0.8706965,0.2403599,0.6996848,0.7515986,0.1468499,0.7123505,0.6039293,0.4946864,0.2735375,0.1468499,0.7668509,0.1468499,0.81356,1.1468878,0.5610525,0.9922002,0.8135877,0.7631976,0.851259,0.4083177,0.8084619,0.9139068,0.8608959,0.1582461,0.1582461,0.9212031,0.2583009,0.1582461,1.4566302,1.7873143,0.1642192,0.1642192,0.1642192,0.1642192,1.9367581,1.4100852,0.2171604,0.7012344,0.8892651,0.2171604,0.2171604,0.6504177,1.1976438,1.9895293,0.2189512,0.6315877,0.2189512,0.8918146,0.2189512,0.2189512,0.2189512,0.9644473,0.2189512,0.2189512,0.2189512,1.0362178,0.2189512,0.2189512,0.2189512,2.0182722,0.2356179,2.0095287,0.596337,0.9773232,0.2386482,0.2386482,0.2386482,0.2386482,0.2386482,0.9317319,0.2401188,1.0527,0.2415894,0.8608083,0.2415894,0.841848,0.2415894,0.2415894,0.6736081,1.941845,0.2460353,0.2460353,0.2460353,0.877217,0.5806787,0.2460353,0.2460353,0.2460353,0.2460353,0.2460353,0.2460353,0.2460353,0.2460353,0.8773871,0.2460353,1.0703057,0.2460353,0.779495,0.2460353,0.2460353,1.9330468,0.2477302,1.0745044,0.4046272,1.0817737,1.0412935,0.2477302,1.2963544,0.9735505,0.2477302,0.2477302,2.0217419,0.7154018,1.3301531,1.0320263,0.960533,0.2500928,0.9510877,0.3133504,0.818677,0.3133504,1.1267749,0.3133504,0.4268305,2.0627002,0.314821,0.314821,0.945154,1.0997812,0.314821,2.0150418,1.3648948,0.8232136,0.3184027,0.4496812,0.3184027
hsa-mir-378h,0.6749784,0.7632639,0.5756978,0.8018849,0.3756017,0.5098493,0.5803832,0.4395206,0.0136001,0.5773916,0.3976958,0.8454737,0.0136001,0.6972797,0.2883989,0.6222323,0.4812077,0.6370796,0.018704,0.4169945,0.4434626,0.3456101,0.018704,0.462089,0.018704,0.018704,0.3830798,0.6197861,0.018704,0.3275894,0.018704,0.5491262,0.018704,1.0577975,0.5070965,0.6571958,0.0867506,0.0204809,0.3840206,0.4581599,0.0204809,0.6620522,0.0204809,0.5829593,0.4518617,0.3413471,0.3571592,0.0204809,0.0204809,0.5483813,0.4707014,0.0204809,0.5902457,0.5715059,0.4419743,0.1004639,0.3337322,0.36473,0.0204809,0.3519473,0.2853347,0.2161364,0.0964283,0.0204809,0.3885026,0.0204809,0.4302464,0.6373913,0.3458119,0.5316808,0.4031455,0.3907264,0.4296757,0.1710139,0.3820072,0.4580716,0.4278532,0.0232438,0.0232438,0.4771291,0.1067197,0.0232438,0.8725387,1.2522827,0.0262757,0.0262757,0.0262757,0.0262757,1.4090912,0.7813898,0.0282365,0.3013892,0.4425533,0.0282365,0.0282365,0.2818367,0.6385769,1.4108821,0.0300274,0.2678056,0.0300274,0.4262407,0.0300274,0.0300274,0.0300274,0.4917886,0.0300274,0.0300274,0.0300274,0.5003764,0.0300274,0.0300274,0.0300274,1.4374065,0.0466941,1.425855,0.2560116,0.5031309,0.0497244,0.0497244,0.0497244,0.0497244,0.0497244,0.4351314,0.0497244,0.5157021,0.0497244,0.422823,0.0497244,0.3919224,0.0497244,0.0497244,0.2868645,1.3500121,0.052087,0.052087,0.052087,0.4166464,0.2492599,0.052087,0.052087,0.052087,0.052087,0.052087,0.052087,0.052087,0.052087,0.4143541,0.052087,0.5379988,0.052087,0.3500482,0.052087,0.052087,1.3179109,0.052087,0.5347957,0.1431229,0.543712,0.5137816,0.052087,0.7357297,0.4607374,0.052087,0.052087,1.435532,0.3277184,0.7370573,0.513716,0.4561799,0.0544496,0.4093349,0.0544496,0.338117,0.0544496,0.5514971,0.0544496,0.1226273,1.4131769,0.0559202,0.0559202,0.4139078,0.5129366,0.0559202,1.3600627,0.6980326,0.3495688,0.0576151,0.1399651,0.0576151
hsa-mir-146a,1.7582373,2.0903521,1.547898,2.1460284,1.2329153,1.5858984,1.7468872,1.5350067,0.1046295,1.8193091,1.4180833,2.3187236,0.1525685,2.086996,1.1487038,2.0223014,1.5857058,1.7614344,0.1902135,1.4990432,1.6798837,1.3396856,0.2243579,1.6481207,0.2282114,0.2282114,1.5270322,1.9884362,0.2548328,1.3339983,0.261129,1.9956824,0.2652956,2.6964786,1.8192406,2.1591514,0.4987387,0.2948572,1.4932609,1.7350527,0.3174969,2.225608,0.3201703,2.0427085,1.7461087,1.4255907,1.4367345,0.3576849,0.3576849,2.0593888,1.7876024,0.372221,2.1209456,2.1357632,1.7900781,0.5486541,1.5183467,1.627363,0.4046878,1.57638,1.3193205,1.1449551,0.736275,0.4290213,1.7050518,0.4362174,1.7585086,2.2616367,1.1396291,2.0266998,1.6938525,1.6972315,1.8426891,1.0484732,1.7192258,1.9778977,1.9064323,0.4963888,0.4963888,1.9913853,0.6584592,0.4998612,2.7551118,3.1302685,0.5058343,0.5058343,0.5058343,0.5058343,3.3056674,2.6895228,0.5587755,1.5424414,1.8161974,0.5630239,0.5630239,1.4710525,2.3680504,3.3665346,0.5686623,1.4436078,0.5711208,1.91569,0.5841346,0.5841346,0.5841346,2.0392507,0.5860954,0.5860954,0.5860954,2.1589702,0.5880724,0.5880724,0.5880724,3.413639,0.604739,3.4040612,1.3682693,2.0537264,0.6122702,0.6122702,0.6122702,0.6122702,0.6122702,1.9530686,0.6137408,2.129843,0.6152114,1.8843448,0.6168955,1.7729738,0.6187823,0.6187823,1.4684874,3.3364132,0.6232282,0.6232282,0.6232282,1.8790954,1.3505326,0.6292888,0.6292888,0.6292888,0.6292888,0.6292888,0.6292888,0.6292888,0.6292888,1.9106611,0.6323191,2.254938,0.6344025,1.7176974,0.6358731,0.6358731,3.3515081,0.637568,2.2263805,1.0092682,2.2524157,2.1925502,0.6500519,2.5766275,2.0733596,0.6538625,0.6538625,3.4517592,1.6313614,2.6491552,2.1946159,2.0637829,0.6664078,1.9349427,0.7296654,1.754307,0.7319349,2.2883013,0.7349652,1.0143333,3.5130411,0.7394661,0.7394661,2.0182816,2.3139718,0.7635229,3.492432,2.6757382,1.824502,0.7701349,1.0701508,0.7701349
hsa-mir-378e,0.6749784,0.7632639,0.5756978,0.8018849,0.3756017,0.5098493,0.5803832,0.4395206,0.0136001,0.5773916,0.3976958,0.8454737,0.0136001,0.6972797,0.2883989,0.6222323,0.4812077,0.6370796,0.018704,0.4169945,0.4434626,0.3456101,0.018704,0.462089,0.018704,0.018704,0.3830798,0.6197861,0.018704,0.3275894,0.018704,0.5491262,0.018704,1.0577975,0.5070965,0.6571958,0.0867506,0.0204809,0.3840206,0.4581599,0.0204809,0.6620522,0.0204809,0.5829593,0.4518617,0.3413471,0.3571592,0.0204809,0.0204809,0.5483813,0.4707014,0.0204809,0.5902457,0.5715059,0.4419743,0.1004639,0.3337322,0.36473,0.0204809,0.3519473,0.2853347,0.2161364,0.0964283,0.0204809,0.3885026,0.0204809,0.4302464,0.6373913,0.3458119,0.5316808,0.4031455,0.3907264,0.4296757,0.1710139,0.3820072,0.4580716,0.4278532,0.0232438,0.0232438,0.4771291,0.1067197,0.0232438,0.8725387,1.2522827,0.0262757,0.0262757,0.0262757,0.0262757,1.4090912,0.7813898,0.0282365,0.3013892,0.4425533,0.0282365,0.0282365,0.2818367,0.6385769,1.4108821,0.0300274,0.2678056,0.0300274,0.4262407,0.0300274,0.0300274,0.0300274,0.4917886,0.0300274,0.0300274,0.0300274,0.5003764,0.0300274,0.0300274,0.0300274,1.4374065,0.0466941,1.425855,0.2560116,0.5031309,0.0497244,0.0497244,0.0497244,0.0497244,0.0497244,0.4351314,0.0497244,0.5157021,0.0497244,0.422823,0.0497244,0.3919224,0.0497244,0.0497244,0.2868645,1.3500121,0.052087,0.052087,0.052087,0.4166464,0.2492599,0.052087,0.052087,0.052087,0.052087,0.052087,0.052087,0.052087,0.052087,0.4143541,0.052087,0.5379988,0.052087,0.3500482,0.052087,0.052087,1.3179109,0.052087,0.5347957,0.1431229,0.543712,0.5137816,0.052087,0.7357297,0.4607374,0.052087,0.052087,1.435532,0.3277184,0.7370573,0.513716,0.4561799,0.0544496,0.4093349,0.0544496,0.338117,0.0544496,0.5514971,0.0544496,0.1226273,1.4131769,0.0559202,0.0559202,0.4139078,0.5129366,0.0559202,1.3600627,0.6980326,0.3495688,0.0576151,0.1399651,0.0576151
hsa-mir-1271,0.5323284,0.7027263,0.4279383,0.7391493,0.3126411,0.4384152,0.5144031,0.3744585,0,0.5028597,0.3314232,0.8386627,0.0255118,0.6497203,0.2551396,0.5675395,0.4454284,0.5103454,0.0255118,0.3596989,0.3897454,0.2999335,0.0255118,0.4149706,0.0255118,0.0255118,0.330835,0.5678653,0.0255118,0.2793847,0.0255118,0.4929511,0.0255118,0.9561406,0.4633411,0.606739,0.0870358,0.0255118,0.3434566,0.4074556,0.0255118,0.5942749,0.0255118,0.5284552,0.4023427,0.2930935,0.3122491,0.0255118,0.0255118,0.4824292,0.4319311,0.0255118,0.5309644,0.5055763,0.3786484,0.1167061,0.2932348,0.3179065,0.0255118,0.3105346,0.2497576,0.182137,0.0834628,0.0255118,0.3420958,0.0255118,0.3813322,0.5860606,0.2293168,0.4840753,0.3498358,0.3444601,0.3799021,0.1487029,0.3248851,0.4066339,0.3718336,0.0255118,0.0255118,0.4134649,0.1170724,0.0255118,0.8178817,1.1973323,0.0285437,0.0285437,0.0285437,0.0285437,1.3809968,0.7108658,0.0305045,0.2552381,0.3902786,0.0305045,0.0305045,0.2309633,0.583496,1.3827877,0.0322954,0.2296933,0.0322954,0.3685606,0.0322954,0.0322954,0.0322954,0.4451506,0.0322954,0.0322954,0.0322954,0.444463,0.0322954,0.0322954,0.0322954,1.4146697,0.048962,1.4023514,0.2162846,0.4452599,0.0519923,0.0519923,0.0519923,0.0519923,0.0519923,0.3775025,0.0519923,0.4466855,0.0519923,0.3834065,0.0519923,0.3478412,0.0519923,0.0519923,0.242993,1.3044126,0.0543549,0.0543549,0.0543549,0.3619452,0.2132148,0.0543549,0.0543549,0.0543549,0.0543549,0.0543549,0.0543549,0.0543549,0.0543549,0.3662949,0.0543549,0.4720809,0.0543549,0.3012717,0.0543549,0.0543549,1.3472988,0.0560499,0.4785306,0.1292235,0.4896564,0.4586379,0.0560499,0.6943326,0.4071894,0.0560499,0.0560499,1.4103592,0.2878495,0.6759493,0.4591726,0.4029658,0.0584125,0.3570577,0.0584125,0.2880214,0.0584125,0.5239114,0.0614428,0.114964,1.3871068,0.0629134,0.0629134,0.3676147,0.4594831,0.0629134,1.3210047,0.6374133,0.3090879,0.0646083,0.1323063,0.0646083
hsa-mir-340,0.6558165,0.8832018,0.5398914,0.9389878,0.4325065,0.5745877,0.6760492,0.5153056,0.0234808,0.6472366,0.4663915,0.952666,0.0234808,0.8327895,0.3415569,0.7280394,0.5667774,0.6269442,0.0310479,0.4716573,0.5108361,0.3929001,0.0310479,0.5201979,0.0310479,0.0310479,0.4351038,0.6879066,0.0310479,0.3685164,0.0310479,0.627792,0.0310479,1.1157657,0.5820306,0.7481868,0.102516,0.0310479,0.4819314,0.5234835,0.0383655,0.7658013,0.0383655,0.6769407,0.5171142,0.3964242,0.4047834,0.0383655,0.0383655,0.6304746,0.5484693,0.0383655,0.681888,0.6524607,0.5011671,0.1342047,0.4204545,0.4322697,0.0400812,0.4106967,0.3279039,0.2522985,0.1219119,0.0400812,0.4547553,0.0400812,0.4947063,0.7349271,0.2818401,0.6295632,0.4603623,0.4578648,0.501918,0.2046489,0.4343892,0.5366841,0.5016687,0.0400812,0.0400812,0.5439651,0.1368591,0.0400812,1.0160375,1.3409337,0.0460542,0.0460542,0.0460542,0.0460542,1.5208767,0.8973396,0.048015,0.3599163,0.4920246,0.048015,0.048015,0.320814,0.7437087,1.5226676,0.0498059,0.3146561,0.0498059,0.4951511,0.0498059,0.0498059,0.0498059,0.5815871,0.0498059,0.0498059,0.0498059,0.5886332,0.0498059,0.0498059,0.0498059,1.5529791,0.0664725,1.5424473,0.2907075,0.577713,0.0695028,0.0695028,0.0695028,0.0695028,0.0695028,0.4974654,0.0695028,0.5868354,0.0695028,0.5021202,0.0695028,0.460029,0.0695028,0.0695028,0.3257121,1.4529523,0.0718654,0.0718654,0.0718654,0.4767799,0.2891875,0.0718654,0.0718654,0.0718654,0.0718654,0.0718654,0.0718654,0.0718654,0.0718654,0.4874287,0.0718654,0.618673,0.0718654,0.4032598,0.0718654,0.0718654,1.4911369,0.0735604,0.618361,0.1723057,0.6371692,0.5931412,0.0735604,0.8745887,0.5376494,0.0754841,0.0754841,1.5509569,0.3804862,0.8563774,0.5950174,0.5323639,0.0778468,0.4687006,0.0778468,0.3933994,0.0778468,0.6280285,0.0778468,0.151492,1.5275874,0.0793173,0.0793173,0.4823814,0.5958354,0.0793173,1.467537,0.8233498,0.4191193,0.0828991,0.1723033,0.0828991
hsa-mir-219a,0.4555053,0.6072246,0.3578652,0.6440436,0.2556117,0.3695328,0.4384917,0.3028815,0,0.4223619,0.2758986,0.6821298,0,0.5346153,0.1883538,0.4557834,0.3511161,0.4094865,0,0.2734074,0.2973339,0.2242548,0,0.3233763,0,0,0.2471589,0.4546395,0,0.2082726,0,0.3837024,0,0.8083494,0.3554505,0.4935627,0.0516933,0,0.2643615,0.3185928,0,0.4788126,0,0.4181769,0.316368,0.2187513,0.2348352,0,0,0.3764628,0.3379689,0,0.4260519,0.3969639,0.2870793,0.0785475,0.2154996,0.2375406,0,0.2275398,0.1808982,0.1236762,0.0457038,0,0.2566233,0,0.2885895,0.4745916,0.1703997,0.3807243,0.2637621,0.2624382,0.2893635,0.1004841,0.2405772,0.3092103,0.2802753,0,0,0.3197097,0.0781596,0,0.6869214,1.0284102,0,0,0,0,1.2316083,0.5836659,0.0019608,0.1852692,0.3068367,0.0019608,0.0019608,0.1653729,0.4709319,1.2333991,0.0037516,0.1635421,0.0037516,0.2826166,0.0037516,0.0037516,0.0037516,0.3432181,0.0037516,0.0037516,0.0037516,0.3380449,0.0037516,0.0037516,0.0037516,1.2675807,0.0204183,1.2567474,0.1541457,0.350037,0.0234486,0.0234486,0.0234486,0.0234486,0.0234486,0.2884023,0.0234486,0.3463767,0.0234486,0.2949273,0.0234486,0.2643444,0.0234486,0.0234486,0.1747071,1.1428146,0.0234486,0.0234486,0.0234486,0.2734452,0.1510551,0.0234486,0.0234486,0.0234486,0.0234486,0.0234486,0.0234486,0.0234486,0.0234486,0.2768085,0.0234486,0.3698316,0.0234486,0.2196558,0.0234486,0.0234486,1.2010682,0.0251435,0.3675908,0.0826724,0.3833642,0.3534113,0.0251435,0.5750777,0.3091691,0.0251435,0.0251435,1.2596466,0.2120988,0.5526183,0.3573048,0.3079479,0.0275061,0.2699661,0.0275061,0.212142,0.0275061,0.3882009,0.0275061,0.0699807,1.2354429,0.0289767,0.0289767,0.2756064,0.3497286,0.0289767,1.1602508,0.5096687,0.2284304,0.0306716,0.0852278,0.0306716
